780.0	1.0	3.5880664	0.0	-8.4568443	0.17629183	0.0	-1.6717144
786.0	1.0	3.6585832	0.0	-9.1255301	0.32672255	0.0	-1.6628772
792.0	1.0	3.8494445	0.0	-9.787146	0.37108399	0.0	-1.6833339
798.0	1.0	3.9554504	0.0	-10.472197	0.26479471	0.0	-1.5985677
804.0	1.0	4.0612803	0.0	-11.066	0.45639045	0.0	-1.5745265
804.0	2.0	5.7825914	0.0	-13.017548	-0.076605938	0.0	2.3244442
810.0	1.0	4.3205627	0.0	-11.731818	0.54439117	0.0	-1.644127
810.0	2.0	5.751949	0.0	-12.08777	-0.065971055	0.0	1.5890517
816.0	1.0	4.4967932	0.0	-12.381302	0.44057614	0.0	-1.6237086
816.0	2.0	5.7298146	0.0	-11.746306	0.10537256	0.0	1.1407656
822.0	2.0	5.8362471	0.0	-11.175158	0.17923528	0.0	1.6400209
828.0	2.0	5.8732028	0.0	-10.43429	0.41904965	0.0	1.4061292
834.0	3.0	6.6684218	0.0	-12.270674	0.24553459	0.0	0.83589222
834.0	2.0	6.1714868	0.0	-10.050254	0.45518986	0.0	1.0787423
840.0	3.0	6.7666356	0.0	-11.936317	0.30748215	0.0	1.0282507
840.0	2.0	6.2373547	0.0	-9.5712958	0.11543663	0.0	1.207725
846.0	5.0	4.3794954	0.0	1.8861126	0.19670494	0.0	-1.5102614
846.0	4.0	5.1259595	0.0	1.7114104	-0.049765503	0.0	-1.4810487
846.0	3.0	6.9144075	0.0	-11.448074	0.039546695	0.0	1.3881064
846.0	2.0	6.2638361	0.0	-9.0840742	0.17084078	0.0	1.2731811
846.0	6.0	5.7482446	0.0	-12.162877	0.25520515	0.0	1.2204814
852.0	5.0	4.4581774	0.0	1.282008	0.079483761	0.0	-1.4893305
852.0	4.0	5.1060533	0.0	1.118991	-0.049413292	0.0	-1.4705667
852.0	3.0	6.798273	0.0	-10.825832	-0.16038692	0.0	1.3174015
852.0	2.0	6.3740273	0.0	-8.5527509	0.2715015	0.0	1.2327335
852.0	6.0	5.8503267	0.0	-11.674685	0.21290704	0.0	1.3273119
858.0	5.0	4.4430824	0.0	0.69464813	-0.26913293	0.0	-1.5046428
858.0	4.0	5.0864289	0.0	0.53495708	-0.10801706	0.0	-1.5101356
858.0	3.0	6.786098	0.0	-10.394153	0.077889026	0.0	1.2311392
858.0	2.0	6.4810373	0.0	-8.0978874	0.21789191	0.0	1.1467297
858.0	6.0	5.9185702	0.0	-11.101028	0.073139953	0.0	1.4500126
864.0	5.0	4.242871	0.0	0.078293758	-0.26999919	0.0	-1.6124895
